Result,Margin,Runs/Wickets,Home/Away,Ground,Match Date,Match Month,Match Year,Match Period,Matches,Country,Opponent Team
Lost,9,wickets,Home,Bulawayo,18-07-2018,Jul,2018,Jul-18,1,Zimbabwe,Pakistan
Lost,244,runs,Home,Bulawayo,20-07-2018,Jul,2018,Jul-18,1,Zimbabwe,Pakistan
Lost,131,runs,Home,Bulawayo,22-07-2018,Jul,2018,Jul-18,1,Zimbabwe,Pakistan
Lost,5,wickets,Away,Kimberley,30-09-2018,Sep,2018,Sep-18,1,Zimbabwe,SouthAfrica
Lost,120,runs,Away,Bloemfontein,03-10-2018,Oct,2018,Oct-18,1,Zimbabwe,SouthAfrica
Lost,4,wickets,Away,Paarl,06-10-2018,Oct,2018,Oct-18,1,Zimbabwe,SouthAfrica
Lost,28,runs,Away,Dhaka,21-10-2018,Oct,2018,Oct-18,1,Zimbabwe,Bangladesh
Lost,7,wickets,Away,Chattogram,24-10-2018,Oct,2018,Oct-18,1,Zimbabwe,Bangladesh
Lost,7,wickets,Away,Chattogram,26-10-2018,Oct,2018,Oct-18,1,Zimbabwe,Bangladesh
Won,7,wickets,Home,Harare,10-04-2019,Apr,2019,Apr-19,1,Zimbabwe,U.A.E.
Won,4,runs,Home,Harare,12-04-2019,Apr,2019,Apr-19,1,Zimbabwe,U.A.E.
Won,131,runs,Home,Harare,14-04-2019,Apr,2019,Apr-19,1,Zimbabwe,U.A.E.
Won,3,wickets,Home,Harare,16-04-2019,Apr,2019,Apr-19,1,Zimbabwe,U.A.E.
Lost,7,wickets,Away,Deventer,19-06-2019,Jun,2019,Jun-19,1,Zimbabwe,Netherlands
Lost,3,wickets,Away,Deventer,21-06-2019,Jun,2019,Jun-19,1,Zimbabwe,Netherlands
Lost,4,wickets,Away,Bready,01-07-2019,Jul,2019,Jul-19,1,Zimbabwe,Ireland
Lost,5,runs,Away,Belfast,04-07-2019,Jul,2019,Jul-19,1,Zimbabwe,Ireland
Lost,6,wickets,Away,Belfast,07-07-2019,Jul,2019,Jul-19,1,Zimbabwe,Ireland
Lost,169,runs,Away,Sylhet,01-03-2020,Mar,2020,Mar-20,1,Zimbabwe,Bangladesh
Lost,4,runs,Away,Sylhet,03-03-2020,Mar,2020,Mar-20,1,Zimbabwe,Bangladesh
Lost,123,runs,Away,Sylhet,06-03-2020,Mar,2020,Mar-20,1,Zimbabwe,Bangladesh
Won,3,wickets,Home,Port of Spain,17-05-2006,May,2006,May-06,1,Bermuda,Canada
Lost,194,runs,Home,Port of Spain,18-05-2006,May,2006,May-06,1,Bermuda,Zimbabwe
Lost,83,runs,Home,Port of Spain,20-05-2006,May,2006,May-06,1,Bermuda,Zimbabwe
Won,6,wickets,Away,Toronto,19-08-2006,Aug,2006,Aug-06,1,Bermuda,Canada
Won,11,runs,Away,Toronto,21-08-2006,Aug,2006,Aug-06,1,Bermuda,Canada
Lost,79,runs,Away,Mombasa,11-11-2006,Nov,2006,Nov-06,1,Bermuda,Kenya
Lost,7,wickets,Away,Mombasa,12-11-2006,Nov,2006,Nov-06,1,Bermuda,Kenya
Lost,104,runs,Away,Mombasa,14-11-2006,Nov,2006,Nov-06,1,Bermuda,Kenya
Lost,5,wickets,Home,Potchefstroom,27-11-2006,Nov,2006,Nov-06,1,Bermuda,Canada
Lost,8,wickets,Home,Potchefstroom,28-11-2006,Nov,2006,Nov-06,1,Bermuda,Netherlands
Lost,3,wickets,Home,Benoni,30-11-2006,Nov,2006,Nov-06,1,Bermuda,Canada
Won,6,wickets,Home,Benoni,02-12-2006,Dec,2006,Dec-06,1,Bermuda,Netherlands
Lost,10,wickets,Away,Nairobi (Jaff),29-01-2007,Jan,2007,Jan-07,1,Bermuda,Kenya
Lost,4,wickets,Home,Nairobi (Jaff),31-01-2007,Jan,2007,Jan-07,1,Bermuda,Ireland
Lost,56,runs,Home,Nairobi (Gym),02-02-2007,Feb,2007,Feb-07,1,Bermuda,Canada
Lost,8,wickets,Home,Nairobi (Ruaraka),04-02-2007,Feb,2007,Feb-07,1,Bermuda,Netherlands
Won,5,wickets,Home,Nairobi (Ruaraka),05-02-2007,Feb,2007,Feb-07,1,Bermuda,Scotland
Lost,8,wickets,Away,St John's,25-02-2007,Feb,2007,Feb-07,1,Bermuda,Bangladesh
Lost,3,wickets,Home,St John's,26-02-2007,Feb,2007,Feb-07,1,Bermuda,Canada
Lost,243,runs,Home,Port of Spain,15-03-2007,Mar,2007,Mar-07,1,Bermuda,SriLanka
Lost,257,runs,Home,Port of Spain,19-03-2007,Mar,2007,Mar-07,1,Bermuda,India
Lost,7,wickets,Away,Port of Spain,25-03-2007,Mar,2007,Mar-07,1,Bermuda,Bangladesh
Lost,172,runs,Away,Rotterdam,18-08-2007,Aug,2007,Aug-07,1,Bermuda,Netherlands
Lost,8,wickets,Away,Rotterdam,20-08-2007,Aug,2007,Aug-07,1,Bermuda,Netherlands
Lost,8,wickets,Away,Nairobi (Gym),25-10-2007,Oct,2007,Oct-07,1,Bermuda,Kenya
Lost,3,wickets,Away,Nairobi (Gym),27-10-2007,Oct,2007,Oct-07,1,Bermuda,Kenya
Lost,1,wickets,Away,Nairobi (Gym),28-10-2007,Oct,2007,Oct-07,1,Bermuda,Kenya
Won,3,wickets,Away,King City (NW),28-06-2008,Jun,2008,Jun-08,1,Bermuda,Canada
Won,11,runs,Away,King City (NW),29-06-2008,Jun,2008,Jun-08,1,Bermuda,Canada
Lost,77,runs,Away,King City (NW),01-07-2008,Jul,2008,Jul-08,1,Bermuda,Canada
Lost,6,wickets,Away,Amstelveen,08-08-2008,Aug,2008,Aug-08,1,Bermuda,Netherlands
Lost,25,runs,Away,King City (NW),18-08-2008,Aug,2008,Aug-08,1,Bermuda,Canada
Lost,6,wickets,Home,King City (NW),20-08-2008,Aug,2008,Aug-08,1,Bermuda,WestIndies
Lost,7,wickets,Home,Potchefstroom,06-04-2009,Apr,2009,Apr-09,1,Bermuda,Kenya
Lost,63,runs,Home,Potchefstroom,08-04-2009,Apr,2009,Apr-09,1,Bermuda,Netherlands
Lost,206,runs,Away,Colombo (RPS),16-09-2002,Sep,2002,Sep-02,1,Netherlands,SriLanka
Lost,9,wickets,Home,Colombo (SSC),21-09-2002,Sep,2002,Sep-02,1,Netherlands,Pakistan
Lost,68,runs,Away,Paarl,12-02-2003,Feb,2003,Feb-03,1,Netherlands,India
Lost,6,wickets,Away,East London,16-02-2003,Feb,2003,Feb-03,1,Netherlands,England
Lost,75,runs,Away,Potchefstroom,20-02-2003,Feb,2003,Feb-03,1,Netherlands,Australia
Lost,97,runs,Home,Paarl,25-02-2003,Feb,2003,Feb-03,1,Netherlands,Pakistan
Lost,99,runs,Away,Bulawayo,28-02-2003,Feb,2003,Feb-03,1,Netherlands,Zimbabwe
Won,64,runs,Away,Bloemfontein,03-03-2003,Mar,2003,Mar-03,1,Netherlands,Namibia
Lost,195,runs,Home,Amstelveen,04-07-2006,Jul,2006,Jul-06,1,Netherlands,SriLanka
Lost,55,runs,Home,Amstelveen,06-07-2006,Jul,2006,Jul-06,1,Netherlands,SriLanka
Lost,4,wickets,Away,Ayr,06-08-2006,Aug,2006,Aug-06,1,Netherlands,Scotland
Won,17,runs,Away,Potchefstroom,26-11-2006,Nov,2006,Nov-06,1,Netherlands,Canada
Won,8,wickets,Away,Potchefstroom,28-11-2006,Nov,2006,Nov-06,1,Netherlands,Bermuda
Won,1,wickets,Away,Benoni,01-12-2006,Dec,2006,Dec-06,1,Netherlands,Canada
Lost,6,wickets,Away,Benoni,02-12-2006,Dec,2006,Dec-06,1,Netherlands,Bermuda
Won,8,wickets,Away,Nairobi (Ruaraka),30-01-2007,Jan,2007,Jan-07,1,Netherlands,Canada
Lost,7,wickets,Away,Nairobi (Gym),31-01-2007,Jan,2007,Jan-07,1,Netherlands,Kenya
Lost,2,runs,Home,Nairobi (Jaff),02-02-2007,Feb,2007,Feb-07,1,Netherlands,Scotland
Won,8,wickets,Away,Nairobi (Ruaraka),04-02-2007,Feb,2007,Feb-07,1,Netherlands,Bermuda
Won,6,runs,Away,Nairobi (Gym),05-02-2007,Feb,2007,Feb-07,1,Netherlands,Ireland
Lost,221,runs,Home,Basseterre,16-03-2007,Mar,2007,Mar-07,1,Netherlands,SouthAfrica
Lost,229,runs,Away,Basseterre,18-03-2007,Mar,2007,Mar-07,1,Netherlands,Australia
Won,8,wickets,Home,Basseterre,22-03-2007,Mar,2007,Mar-07,1,Netherlands,Scotland
Won,117,runs,Away,Toronto,03-07-2007,Jul,2007,Jul-07,1,Netherlands,Canada
Lost,10,wickets,Home,Dublin,10-07-2007,Jul,2007,Jul-07,1,Netherlands,WestIndies
Lost,1,runs,Away,Belfast,11-07-2007,Jul,2007,Jul-07,1,Netherlands,Ireland
Won,172,runs,Home,Rotterdam,18-08-2007,Aug,2007,Aug-07,1,Netherlands,Bermuda
Won,8,wickets,Home,Rotterdam,20-08-2007,Aug,2007,Aug-07,1,Netherlands,Bermuda
Lost,7,wickets,Away,Dublin,28-07-2008,Jul,2008,Jul-08,1,Netherlands,Ireland
Lost,6,wickets,Home,Dublin,29-07-2008,Jul,2008,Jul-08,1,Netherlands,Scotland
Won,6,wickets,Home,Amstelveen,08-08-2008,Aug,2008,Aug-08,1,Netherlands,Bermuda
Won,6,wickets,Home,Rotterdam,21-08-2008,Aug,2008,Aug-08,1,Netherlands,Kenya
Won,7,wickets,Away,Potchefstroom,01-04-2009,Apr,2009,Apr-09,1,Netherlands,Kenya
Won,63,runs,Away,Potchefstroom,08-04-2009,Apr,2009,Apr-09,1,Netherlands,Bermuda
Won,6,wickets,Away,Potchefstroom,19-04-2009,Apr,2009,Apr-09,1,Netherlands,Kenya
Won,50,runs,Home,Amstelveen,11-07-2009,Jul,2009,Jul-09,1,Netherlands,Canada
Won,8,runs,Home,Amstelveen,30-08-2009,Aug,2009,Aug-09,1,Netherlands,Afghanistan
Lost,6,wickets,Home,Amstelveen,01-09-2009,Sep,2009,Sep-09,1,Netherlands,Afghanistan
Lost,6,wickets,Away,Nairobi (Gym),16-02-2010,Feb,2010,Feb-10,1,Netherlands,Kenya
Won,80,runs,Away,Nairobi (Gym),18-02-2010,Feb,2010,Feb-10,1,Netherlands,Kenya
Won,6,wickets,Home,Rotterdam,15-06-2010,Jun,2010,Jun-10,1,Netherlands,Scotland
Lost,1,wickets,Home,Amstelveen,01-07-2010,Jul,2010,Jul-10,1,Netherlands,Scotland
Won,117,runs,Home,The Hague,03-07-2010,Jul,2010,Jul-10,1,Netherlands,Kenya
Won,7,wickets,Home,Rotterdam,05-07-2010,Jul,2010,Jul-10,1,Netherlands,Canada
Lost,6,wickets,Home,The Hague,07-07-2010,Jul,2010,Jul-10,1,Netherlands,Afghanistan
Lost,39,runs,Home,Amstelveen,09-07-2010,Jul,2010,Jul-10,1,Netherlands,Ireland
Lost,5,wickets,Home,Rotterdam,10-07-2010,Jul,2010,Jul-10,1,Netherlands,Afghanistan
Won,6,wickets,Away,Glasgow,20-07-2010,Jul,2010,Jul-10,1,Netherlands,Bangladesh
Lost,70,runs,Away,Dublin,16-08-2010,Aug,2010,Aug-10,1,Netherlands,Ireland
Lost,9,wickets,Away,Dublin,18-08-2010,Aug,2010,Aug-10,1,Netherlands,Ireland
Lost,6,wickets,Away,Nagpur,22-02-2011,Feb,2011,Feb-11,1,Netherlands,England
Lost,215,runs,Home,Delhi,28-02-2011,Feb,2011,Feb-11,1,Netherlands,WestIndies
Lost,231,runs,Home,Mohali,03-03-2011,Mar,2011,Mar-11,1,Netherlands,SouthAfrica
Lost,5,wickets,Away,Delhi,09-03-2011,Mar,2011,Mar-11,1,Netherlands,India
Lost,6,wickets,Away,Chattogram,14-03-2011,Mar,2011,Mar-11,1,Netherlands,Bangladesh
Lost,6,wickets,Away,Kolkata,18-03-2011,Mar,2011,Mar-11,1,Netherlands,Ireland
Lost,15,runs,Away,Aberdeen,28-06-2011,Jun,2011,Jun-11,1,Netherlands,Scotland
Lost,5,wickets,Away,Aberdeen,29-06-2011,Jun,2011,Jun-11,1,Netherlands,Scotland
Won,2,wickets,Home,The Hague,12-09-2011,Sep,2011,Sep-11,1,Netherlands,Kenya
Won,4,wickets,Home,The Hague,13-09-2011,Sep,2011,Sep-11,1,Netherlands,Kenya
Won,9,wickets,Away,Sharjah,29-03-2012,Mar,2012,Mar-12,1,Netherlands,Afghanistan
Lost,5,wickets,Away,Sharjah,31-03-2012,Mar,2012,Mar-12,1,Netherlands,Afghanistan
Lost,83,runs,Home,Amstelveen,31-05-2013,May,2013,May-13,1,Netherlands,SouthAfrica
Lost,88,runs,Home,Amstelveen,07-07-2013,Jul,2013,Jul-13,1,Netherlands,Ireland
Won,9,wickets,Away,King City (NW),29-08-2013,Aug,2013,Aug-13,1,Netherlands,Canada
Lost,4,wickets,Away,Lincoln,23-01-2014,Jan,2014,Jan-14,1,Netherlands,Kenya
Won,8,wickets,Away,Mount Maunganui,28-01-2014,Jan,2014,Jan-14,1,Netherlands,Canada
Won,55,runs,Home,Amstelveen,01-08-2018,Aug,2018,Aug-18,1,Netherlands,Nepal
Lost,1,runs,Home,Amstelveen,03-08-2018,Aug,2018,Aug-18,1,Netherlands,Nepal
Won,7,wickets,Home,Deventer,19-06-2019,Jun,2019,Jun-19,1,Netherlands,Zimbabwe
Won,3,wickets,Home,Deventer,21-06-2019,Jun,2019,Jun-19,1,Netherlands,Zimbabwe
Lost,7,wickets,Away,Harare,07-04-2001,Apr,2001,Apr-01,1,Bangladesh,Zimbabwe
Lost,127,runs,Away,Harare,08-04-2001,Apr,2001,Apr-01,1,Bangladesh,Zimbabwe
Lost,36,runs,Away,Bulawayo,11-04-2001,Apr,2001,Apr-01,1,Bangladesh,Zimbabwe
Lost,5,wickets,Home,Chattogram,23-11-2001,Nov,2001,Nov-01,1,Bangladesh,Zimbabwe
Lost,42,runs,Home,Dhaka,25-11-2001,Nov,2001,Nov-01,1,Bangladesh,Zimbabwe
Lost,7,wickets,Home,Dhaka,26-11-2001,Nov,2001,Nov-01,1,Bangladesh,Zimbabwe
Lost,49,runs,Home,Chattogram,22-01-2002,Jan,2002,Jan-02,1,Bangladesh,Pakistan
Lost,72,runs,Home,Dhaka,24-01-2002,Jan,2002,Jan-02,1,Bangladesh,Pakistan
Lost,8,wickets,Home,Dhaka,25-01-2002,Jan,2002,Jan-02,1,Bangladesh,Pakistan
Lost,5,wickets,Away,Colombo (SSC),04-08-2002,Aug,2002,Aug-02,1,Bangladesh,SriLanka
Lost,8,wickets,Away,Colombo (SSC),05-08-2002,Aug,2002,Aug-02,1,Bangladesh,SriLanka
Lost,58,runs,Away,Colombo (RPS),07-08-2002,Aug,2002,Aug-02,1,Bangladesh,SriLanka
Lost,9,wickets,Away,Colombo (SSC),19-09-2002,Sep,2002,Sep-02,1,Bangladesh,Australia
Lost,167,runs,Home,Colombo (SSC),23-09-2002,Sep,2002,Sep-02,1,Bangladesh,NewZealand
Lost,168,runs,Away,Potchefstroom,03-10-2002,Oct,2002,Oct-02,1,Bangladesh,SouthAfrica
Lost,10,wickets,Away,Benoni,06-10-2002,Oct,2002,Oct-02,1,Bangladesh,SouthAfrica
Lost,7,wickets,Away,Kimberley,09-10-2002,Oct,2002,Oct-02,1,Bangladesh,SouthAfrica
Lost,84,runs,Home,Dhaka,02-12-2002,Dec,2002,Dec-02,1,Bangladesh,WestIndies
Lost,86,runs,Home,Dhaka,03-12-2002,Dec,2002,Dec-02,1,Bangladesh,WestIndies
Lost,60,runs,Home,Durban,11-02-2003,Feb,2003,Feb-03,1,Bangladesh,Canada
Lost,10,wickets,Home,Pietermaritzburg,14-02-2003,Feb,2003,Feb-03,1,Bangladesh,SriLanka
Lost,10,wickets,Away,Bloemfontein,22-02-2003,Feb,2003,Feb-03,1,Bangladesh,SouthAfrica
Lost,7,wickets,Home,Kimberley,26-02-2003,Feb,2003,Feb-03,1,Bangladesh,NewZealand
Lost,32,runs,Home,Johannesburg,01-03-2003,Mar,2003,Mar-03,1,Bangladesh,Kenya
Lost,200,runs,Home,Dhaka,11-04-2003,Apr,2003,Apr-03,1,Bangladesh,India
Lost,83,runs,Home,Dhaka,14-04-2003,Apr,2003,Apr-03,1,Bangladesh,SouthAfrica
Lost,4,wickets,Home,Dhaka,16-04-2003,Apr,2003,Apr-03,1,Bangladesh,India
Lost,93,runs,Home,Dhaka,17-04-2003,Apr,2003,Apr-03,1,Bangladesh,SouthAfrica
Lost,8,wickets,Away,Cairns,02-08-2003,Aug,2003,Aug-03,1,Bangladesh,Australia
Lost,9,wickets,Away,Cairns,03-08-2003,Aug,2003,Aug-03,1,Bangladesh,Australia
Lost,112,runs,Away,Darwin,06-08-2003,Aug,2003,Aug-03,1,Bangladesh,Australia
Lost,137,runs,Away,Multan,09-09-2003,Sep,2003,Sep-03,1,Bangladesh,Pakistan
Lost,74,runs,Away,Faisalabad,12-09-2003,Sep,2003,Sep-03,1,Bangladesh,Pakistan
Lost,42,runs,Away,Lahore,15-09-2003,Sep,2003,Sep-03,1,Bangladesh,Pakistan
Lost,5,wickets,Away,Rawalpindi,18-09-2003,Sep,2003,Sep-03,1,Bangladesh,Pakistan
Lost,58,runs,Away,Karachi,21-09-2003,Sep,2003,Sep-03,1,Bangladesh,Pakistan
Lost,7,wickets,Home,Chattogram,07-11-2003,Nov,2003,Nov-03,1,Bangladesh,England
Lost,7,wickets,Home,Dhaka,10-11-2003,Nov,2003,Nov-03,1,Bangladesh,England
Lost,7,wickets,Home,Dhaka,12-11-2003,Nov,2003,Nov-03,1,Bangladesh,England
Won,8,runs,Away,Harare,10-03-2004,Mar,2004,Mar-04,1,Bangladesh,Zimbabwe
Lost,14,runs,Away,Harare,12-03-2004,Mar,2004,Mar-04,1,Bangladesh,Zimbabwe
Lost,3,wickets,Away,Harare,14-03-2004,Mar,2004,Mar-04,1,Bangladesh,Zimbabwe
Lost,1,wickets,Away,Kingstown,15-05-2004,May,2004,May-04,1,Bangladesh,WestIndies
Lost,23,runs,Away,Kingstown,16-05-2004,May,2004,May-04,1,Bangladesh,WestIndies
Lost,7,wickets,Away,St George's,19-05-2004,May,2004,May-04,1,Bangladesh,WestIndies
Won,116,runs,Home,Colombo (SSC),16-07-2004,Jul,2004,Jul-04,1,Bangladesh,HongKong
Lost,76,runs,Home,Colombo (SSC),17-07-2004,Jul,2004,Jul-04,1,Bangladesh,Pakistan
Lost,8,wickets,Home,Colombo (SSC),21-07-2004,Jul,2004,Jul-04,1,Bangladesh,India
Lost,10,wickets,Away,Colombo (RPS),23-07-2004,Jul,2004,Jul-04,1,Bangladesh,SriLanka
Lost,6,wickets,Home,Colombo (RPS),29-07-2004,Jul,2004,Jul-04,1,Bangladesh,Pakistan
Lost,9,wickets,Home,Birmingham,12-09-2004,Sep,2004,Sep-04,1,Bangladesh,SouthAfrica
Lost,138,runs,Home,Southampton,15-09-2004,Sep,2004,Sep-04,1,Bangladesh,WestIndies
Lost,138,runs,Home,Chattogram,02-11-2004,Nov,2004,Nov-04,1,Bangladesh,NewZealand
Lost,3,wickets,Home,Dhaka,05-11-2004,Nov,2004,Nov-04,1,Bangladesh,NewZealand
Lost,83,runs,Home,Dhaka,07-11-2004,Nov,2004,Nov-04,1,Bangladesh,NewZealand
Lost,11,runs,Home,Chattogram,23-12-2004,Dec,2004,Dec-04,1,Bangladesh,India
Won,15,runs,Home,Dhaka,26-12-2004,Dec,2004,Dec-04,1,Bangladesh,India
Lost,91,runs,Home,Dhaka,27-12-2004,Dec,2004,Dec-04,1,Bangladesh,India
Lost,22,runs,Home,Dhaka,20-01-2005,Jan,2005,Jan-05,1,Bangladesh,Zimbabwe
Lost,31,runs,Home,Chattogram,24-01-2005,Jan,2005,Jan-05,1,Bangladesh,Zimbabwe
Won,40,runs,Home,Chattogram,26-01-2005,Jan,2005,Jan-05,1,Bangladesh,Zimbabwe
Won,58,runs,Home,Dhaka,29-01-2005,Jan,2005,Jan-05,1,Bangladesh,Zimbabwe
Won,8,wickets,Home,Dhaka,31-01-2005,Jan,2005,Jan-05,1,Bangladesh,Zimbabwe
Lost,10,wickets,Away,The Oval,16-06-2005,Jun,2005,Jun-05,1,Bangladesh,England
Won,5,wickets,Away,Cardiff,18-06-2005,Jun,2005,Jun-05,1,Bangladesh,Australia
Lost,168,runs,Away,Nottingham,21-06-2005,Jun,2005,Jun-05,1,Bangladesh,England
Lost,10,wickets,Away,Manchester,25-06-2005,Jun,2005,Jun-05,1,Bangladesh,Australia
Lost,5,wickets,Away,Leeds,26-06-2005,Jun,2005,Jun-05,1,Bangladesh,England
Lost,6,wickets,Away,Canterbury,30-06-2005,Jun,2005,Jun-05,1,Bangladesh,Australia
Lost,88,runs,Away,Colombo (SSC),31-08-2005,Aug,2005,Aug-05,1,Bangladesh,SriLanka
Lost,75,runs,Away,Colombo (RPS),02-09-2005,Sep,2005,Sep-05,1,Bangladesh,SriLanka
Lost,6,wickets,Away,Colombo (RPS),04-09-2005,Sep,2005,Sep-05,1,Bangladesh,SriLanka
Lost,5,wickets,Home,Bogra,20-02-2006,Feb,2006,Feb-06,1,Bangladesh,SriLanka
Won,4,wickets,Home,Bogra,22-02-2006,Feb,2006,Feb-06,1,Bangladesh,SriLanka
Lost,78,runs,Home,Chattogram,25-02-2006,Feb,2006,Feb-06,1,Bangladesh,SriLanka
Won,131,runs,Home,Bogra,17-03-2006,Mar,2006,Mar-06,1,Bangladesh,Kenya
Won,9,wickets,Home,Khulna,20-03-2006,Mar,2006,Mar-06,1,Bangladesh,Kenya
Won,20,runs,Home,Fatullah,23-03-2006,Mar,2006,Mar-06,1,Bangladesh,Kenya
Won,7,wickets,Home,Fatullah,25-03-2006,Mar,2006,Mar-06,1,Bangladesh,Kenya
Lost,4,wickets,Home,Chattogram,23-04-2006,Apr,2006,Apr-06,1,Bangladesh,Australia
Lost,67,runs,Home,Fatullah,26-04-2006,Apr,2006,Apr-06,1,Bangladesh,Australia
Lost,9,wickets,Home,Fatullah,28-04-2006,Apr,2006,Apr-06,1,Bangladesh,Australia
Lost,2,wickets,Away,Harare,29-07-2006,Jul,2006,Jul-06,1,Bangladesh,Zimbabwe
Won,62,runs,Away,Harare,30-07-2006,Jul,2006,Jul-06,1,Bangladesh,Zimbabwe
Lost,2,wickets,Away,Harare,02-08-2006,Aug,2006,Aug-06,1,Bangladesh,Zimbabwe
Lost,7,wickets,Away,Harare,04-08-2006,Aug,2006,Aug-06,1,Bangladesh,Zimbabwe
Won,8,wickets,Away,Harare,06-08-2006,Aug,2006,Aug-06,1,Bangladesh,Zimbabwe
Won,6,wickets,Away,Nairobi (Gym),12-08-2006,Aug,2006,Aug-06,1,Bangladesh,Kenya
Won,2,wickets,Away,Nairobi (Gym),13-08-2006,Aug,2006,Aug-06,1,Bangladesh,Kenya
Won,6,wickets,Away,Nairobi (Gym),15-08-2006,Aug,2006,Aug-06,1,Bangladesh,Kenya
Lost,37,runs,Home,Mohali,07-10-2006,Oct,2006,Oct-06,1,Bangladesh,SriLanka
Lost,10,wickets,Home,Jaipur,11-10-2006,Oct,2006,Oct-06,1,Bangladesh,WestIndies
Won,101,runs,Home,Jaipur,13-10-2006,Oct,2006,Oct-06,1,Bangladesh,Zimbabwe
Won,9,wickets,Home,Khulna,30-11-2006,Nov,2006,Nov-06,1,Bangladesh,Zimbabwe
Won,6,wickets,Home,Bogra,03-12-2006,Dec,2006,Dec-06,1,Bangladesh,Zimbabwe
Won,26,runs,Home,Bogra,05-12-2006,Dec,2006,Dec-06,1,Bangladesh,Zimbabwe
Won,8,wickets,Home,Dhaka,08-12-2006,Dec,2006,Dec-06,1,Bangladesh,Zimbabwe
Won,3,wickets,Home,Dhaka,09-12-2006,Dec,2006,Dec-06,1,Bangladesh,Zimbabwe
Won,6,wickets,Home,Chattogram,15-12-2006,Dec,2006,Dec-06,1,Bangladesh,Scotland
Won,146,runs,Home,Dhaka,17-12-2006,Dec,2006,Dec-06,1,Bangladesh,Scotland
Won,45,runs,Away,Harare,04-02-2007,Feb,2007,Feb-07,1,Bangladesh,Zimbabwe
Lost,8,wickets,Away,Harare,06-02-2007,Feb,2007,Feb-07,1,Bangladesh,Zimbabwe
Won,14,runs,Away,Harare,09-02-2007,Feb,2007,Feb-07,1,Bangladesh,Zimbabwe
Won,1,wickets,Away,Harare,10-02-2007,Feb,2007,Feb-07,1,Bangladesh,Zimbabwe
Won,8,wickets,Home,St John's,25-02-2007,Feb,2007,Feb-07,1,Bangladesh,Bermuda
Won,13,runs,Home,St John's,28-02-2007,Feb,2007,Feb-07,1,Bangladesh,Canada
Won,5,wickets,Home,Port of Spain,17-03-2007,Mar,2007,Mar-07,1,Bangladesh,India
Lost,198,runs,Home,Port of Spain,21-03-2007,Mar,2007,Mar-07,1,Bangladesh,SriLanka
Won,7,wickets,Home,Port of Spain,25-03-2007,Mar,2007,Mar-07,1,Bangladesh,Bermuda
Lost,10,wickets,Away,North Sound,31-03-2007,Mar,2007,Mar-07,1,Bangladesh,Australia
Lost,9,wickets,Home,North Sound,02-04-2007,Apr,2007,Apr-07,1,Bangladesh,NewZealand
Won,67,runs,Home,Providence,07-04-2007,Apr,2007,Apr-07,1,Bangladesh,SouthAfrica
Lost,4,wickets,Home,Bridgetown,11-04-2007,Apr,2007,Apr-07,1,Bangladesh,England
Lost,74,runs,Home,Bridgetown,15-04-2007,Apr,2007,Apr-07,1,Bangladesh,Ireland
Lost,99,runs,Away,Bridgetown,19-04-2007,Apr,2007,Apr-07,1,Bangladesh,WestIndies
Lost,5,wickets,Home,Dhaka,10-05-2007,May,2007,May-07,1,Bangladesh,India
Lost,46,runs,Home,Dhaka,12-05-2007,May,2007,May-07,1,Bangladesh,India
Lost,70,runs,Away,Colombo (PSS),20-07-2007,Jul,2007,Jul-07,1,Bangladesh,SriLanka
Lost,5,wickets,Away,Colombo (RPS),23-07-2007,Jul,2007,Jul-07,1,Bangladesh,SriLanka
Lost,39,runs,Away,Colombo (RPS),25-07-2007,Jul,2007,Jul-07,1,Bangladesh,SriLanka
Lost,6,wickets,Away,Auckland,26-12-2007,Dec,2007,Dec-07,1,Bangladesh,NewZealand
Lost,102,runs,Away,Napier,28-12-2007,Dec,2007,Dec-07,1,Bangladesh,NewZealand
Lost,10,wickets,Away,Queenstown,31-12-2007,Dec,2007,Dec-07,1,Bangladesh,NewZealand
Lost,9,wickets,Home,Chattogram,09-03-2008,Mar,2008,Mar-08,1,Bangladesh,SouthAfrica
Lost,7,wickets,Home,Dhaka,12-03-2008,Mar,2008,Mar-08,1,Bangladesh,SouthAfrica
Lost,7,wickets,Home,Dhaka,14-03-2008,Mar,2008,Mar-08,1,Bangladesh,SouthAfrica
Won,8,wickets,Home,Dhaka,18-03-2008,Mar,2008,Mar-08,1,Bangladesh,Ireland
Won,84,runs,Home,Dhaka,20-03-2008,Mar,2008,Mar-08,1,Bangladesh,Ireland
Won,79,runs,Home,Dhaka,22-03-2008,Mar,2008,Mar-08,1,Bangladesh,Ireland
Lost,152,runs,Away,Lahore,08-04-2008,Apr,2008,Apr-08,1,Bangladesh,Pakistan
Lost,7,wickets,Away,Faisalabad,11-04-2008,Apr,2008,Apr-08,1,Bangladesh,Pakistan
Lost,23,runs,Away,Lahore,13-04-2008,Apr,2008,Apr-08,1,Bangladesh,Pakistan
Lost,7,wickets,Away,Multan,16-04-2008,Apr,2008,Apr-08,1,Bangladesh,Pakistan
Lost,150,runs,Away,Karachi,19-04-2008,Apr,2008,Apr-08,1,Bangladesh,Pakistan
Lost,70,runs,Home,Dhaka,08-06-2008,Jun,2008,Jun-08,1,Bangladesh,Pakistan
Lost,7,wickets,Home,Dhaka,12-06-2008,Jun,2008,Jun-08,1,Bangladesh,India
