Result,Margin,Runs/Wickets,Home/Away,Ground,Match Date,Match Month,Match Year,Match Period,Matches,Country,Opponent Team
Lost,112,runs,Away,Perth,01-02-2015,Feb,2015,Feb-15,1,England,Australia
Lost,111,runs,Away,Melbourne,14-02-2015,Feb,2015,Feb-15,1,England,Australia
Lost,8,wickets,Away,Wellington,20-02-2015,Feb,2015,Feb-15,1,England,NewZealand
Won,119,runs,Home,Christchurch,23-02-2015,Feb,2015,Feb-15,1,England,Scotland
Lost,9,wickets,Home,Wellington,01-03-2015,Mar,2015,Mar-15,1,England,SriLanka
Lost,15,runs,Away,Adelaide,09-03-2015,Mar,2015,Mar-15,1,England,Bangladesh
Won,9,wickets,Away,Sydney,13-03-2015,Mar,2015,Mar-15,1,England,Afghanistan
Won,210,runs,Home,Birmingham,09-06-2015,Jun,2015,Jun-15,1,England,NewZealand
Lost,13,runs,Home,The Oval,12-06-2015,Jun,2015,Jun-15,1,England,NewZealand
Lost,3,wickets,Home,Southampton,14-06-2015,Jun,2015,Jun-15,1,England,NewZealand
Won,7,wickets,Home,Nottingham,17-06-2015,Jun,2015,Jun-15,1,England,NewZealand
Won,3,wickets,Home,Chester-le-Street,20-06-2015,Jun,2015,Jun-15,1,England,NewZealand
Lost,59,runs,Home,Southampton,03-09-2015,Sep,2015,Sep-15,1,England,Australia
Lost,64,runs,Home,Lord's,05-09-2015,Sep,2015,Sep-15,1,England,Australia
Won,93,runs,Home,Manchester,08-09-2015,Sep,2015,Sep-15,1,England,Australia
Won,3,wickets,Home,Leeds,11-09-2015,Sep,2015,Sep-15,1,England,Australia
Lost,8,wickets,Home,Manchester,13-09-2015,Sep,2015,Sep-15,1,England,Australia
Lost,6,wickets,Home,Abu Dhabi,11-11-2015,Nov,2015,Nov-15,1,England,Pakistan
Won,95,runs,Home,Abu Dhabi,13-11-2015,Nov,2015,Nov-15,1,England,Pakistan
Won,6,wickets,Home,Sharjah,17-11-2015,Nov,2015,Nov-15,1,England,Pakistan
Won,84,runs,Home,Dubai (DSC),20-11-2015,Nov,2015,Nov-15,1,England,Pakistan
Won,39,runs,Away,Bloemfontein,03-02-2016,Feb,2016,Feb-16,1,England,SouthAfrica
Won,5,wickets,Away,Port Elizabeth,06-02-2016,Feb,2016,Feb-16,1,England,SouthAfrica
Lost,7,wickets,Away,Centurion,09-02-2016,Feb,2016,Feb-16,1,England,SouthAfrica
Lost,1,wickets,Away,Johannesburg,12-02-2016,Feb,2016,Feb-16,1,England,SouthAfrica
Lost,5,wickets,Away,Cape Town,14-02-2016,Feb,2016,Feb-16,1,England,SouthAfrica
Won,10,wickets,Home,Birmingham,24-06-2016,Jun,2016,Jun-16,1,England,SriLanka
Won,6,wickets,Home,The Oval,29-06-2016,Jun,2016,Jun-16,1,England,SriLanka
Won,122,runs,Home,Cardiff,02-07-2016,Jul,2016,Jul-16,1,England,SriLanka
Won,44,runs,Home,Southampton,24-08-2016,Aug,2016,Aug-16,1,England,Pakistan
Won,4,wickets,Home,Lord's,27-08-2016,Aug,2016,Aug-16,1,England,Pakistan
Won,169,runs,Home,Nottingham,30-08-2016,Aug,2016,Aug-16,1,England,Pakistan
Won,4,wickets,Home,Leeds,01-09-2016,Sep,2016,Sep-16,1,England,Pakistan
Lost,4,wickets,Home,Cardiff,04-09-2016,Sep,2016,Sep-16,1,England,Pakistan
Won,21,runs,Away,Dhaka,07-10-2016,Oct,2016,Oct-16,1,England,Bangladesh
Lost,34,runs,Away,Dhaka,09-10-2016,Oct,2016,Oct-16,1,England,Bangladesh
Won,4,wickets,Away,Chattogram,12-10-2016,Oct,2016,Oct-16,1,England,Bangladesh
Lost,3,wickets,Away,Pune,15-01-2017,Jan,2017,Jan-17,1,England,India
Lost,15,runs,Away,Cuttack,19-01-2017,Jan,2017,Jan-17,1,England,India
Won,5,runs,Away,Kolkata,22-01-2017,Jan,2017,Jan-17,1,England,India
Won,45,runs,Away,North Sound,03-03-2017,Mar,2017,Mar-17,1,England,WestIndies
Won,4,wickets,Away,North Sound,05-03-2017,Mar,2017,Mar-17,1,England,WestIndies
Won,186,runs,Away,Bridgetown,09-03-2017,Mar,2017,Mar-17,1,England,WestIndies
Won,7,wickets,Home,Bristol,05-05-2017,May,2017,May-17,1,England,Ireland
Won,85,runs,Home,Lord's,07-05-2017,May,2017,May-17,1,England,Ireland
Won,72,runs,Home,Leeds,24-05-2017,May,2017,May-17,1,England,SouthAfrica
Won,2,runs,Home,Southampton,27-05-2017,May,2017,May-17,1,England,SouthAfrica
Lost,7,wickets,Home,Lord's,29-05-2017,May,2017,May-17,1,England,SouthAfrica
Won,8,wickets,Home,The Oval,01-06-2017,Jun,2017,Jun-17,1,England,Bangladesh
Won,87,runs,Home,Cardiff,06-06-2017,Jun,2017,Jun-17,1,England,NewZealand
Won,40,runs,Home,Birmingham,10-06-2017,Jun,2017,Jun-17,1,England,Australia
Lost,8,wickets,Home,Cardiff,14-06-2017,Jun,2017,Jun-17,1,England,Pakistan
Won,7,wickets,Home,Manchester,19-09-2017,Sep,2017,Sep-17,1,England,WestIndies
Won,124,runs,Home,Bristol,24-09-2017,Sep,2017,Sep-17,1,England,WestIndies
Won,6,runs,Home,The Oval,27-09-2017,Sep,2017,Sep-17,1,England,WestIndies
Won,9,wickets,Home,Southampton,29-09-2017,Sep,2017,Sep-17,1,England,WestIndies
Won,5,wickets,Away,Melbourne,14-01-2018,Jan,2018,Jan-18,1,England,Australia
Won,4,wickets,Away,Brisbane,19-01-2018,Jan,2018,Jan-18,1,England,Australia
Won,16,runs,Away,Sydney,21-01-2018,Jan,2018,Jan-18,1,England,Australia
Lost,3,wickets,Away,Adelaide,26-01-2018,Jan,2018,Jan-18,1,England,Australia
Won,12,runs,Away,Perth,28-01-2018,Jan,2018,Jan-18,1,England,Australia
Lost,3,wickets,Away,Hamilton,25-02-2018,Feb,2018,Feb-18,1,England,NewZealand
Won,6,wickets,Away,Mount Maunganui,28-02-2018,Feb,2018,Feb-18,1,England,NewZealand
Won,4,runs,Away,Wellington,03-03-2018,Mar,2018,Mar-18,1,England,NewZealand
Lost,5,wickets,Away,Dunedin,07-03-2018,Mar,2018,Mar-18,1,England,NewZealand
Won,7,wickets,Away,Christchurch,10-03-2018,Mar,2018,Mar-18,1,England,NewZealand
Lost,6,runs,Away,Edinburgh,10-06-2018,Jun,2018,Jun-18,1,England,Scotland
Won,3,wickets,Home,The Oval,13-06-2018,Jun,2018,Jun-18,1,England,Australia
Won,38,runs,Home,Cardiff,16-06-2018,Jun,2018,Jun-18,1,England,Australia
Won,242,runs,Home,Nottingham,19-06-2018,Jun,2018,Jun-18,1,England,Australia
Won,6,wickets,Home,Chester-le-Street,21-06-2018,Jun,2018,Jun-18,1,England,Australia
Won,1,wickets,Home,Manchester,24-06-2018,Jun,2018,Jun-18,1,England,Australia
Lost,8,wickets,Home,Nottingham,12-07-2018,Jul,2018,Jul-18,1,England,India
Won,86,runs,Home,Lord's,14-07-2018,Jul,2018,Jul-18,1,England,India
Won,8,wickets,Home,Leeds,17-07-2018,Jul,2018,Jul-18,1,England,India
Won,31,runs,Away,Dambulla,13-10-2018,Oct,2018,Oct-18,1,England,SriLanka
Won,7,wickets,Away,Pallekele,17-10-2018,Oct,2018,Oct-18,1,England,SriLanka
Won,18,runs,Away,Pallekele,20-10-2018,Oct,2018,Oct-18,1,England,SriLanka
Lost,219,runs,Away,Colombo (RPS),23-10-2018,Oct,2018,Oct-18,1,England,SriLanka
Won,6,wickets,Away,Bridgetown,20-02-2019,Feb,2019,Feb-19,1,England,WestIndies
Lost,26,runs,Away,Bridgetown,22-02-2019,Feb,2019,Feb-19,1,England,WestIndies
Won,29,runs,Away,St George's,27-02-2019,Feb,2019,Feb-19,1,England,WestIndies
Lost,7,wickets,Away,Gros Islet,02-03-2019,Mar,2019,Mar-19,1,England,WestIndies
Won,4,wickets,Away,Dublin (Malahide),03-05-2019,May,2019,May-19,1,England,Ireland
Won,12,runs,Home,Southampton,11-05-2019,May,2019,May-19,1,England,Pakistan
Won,6,wickets,Home,Bristol,14-05-2019,May,2019,May-19,1,England,Pakistan
Won,3,wickets,Home,Nottingham,17-05-2019,May,2019,May-19,1,England,Pakistan
Won,54,runs,Home,Leeds,19-05-2019,May,2019,May-19,1,England,Pakistan
Won,104,runs,Home,The Oval,30-05-2019,May,2019,May-19,1,England,SouthAfrica
Lost,14,runs,Home,Nottingham,03-06-2019,Jun,2019,Jun-19,1,England,Pakistan
Won,106,runs,Home,Cardiff,08-06-2019,Jun,2019,Jun-19,1,England,Bangladesh
Won,8,wickets,Home,Southampton,14-06-2019,Jun,2019,Jun-19,1,England,WestIndies
Won,150,runs,Home,Manchester,18-06-2019,Jun,2019,Jun-19,1,England,Afghanistan
Lost,20,runs,Home,Leeds,21-06-2019,Jun,2019,Jun-19,1,England,SriLanka
Lost,64,runs,Home,Lord's,25-06-2019,Jun,2019,Jun-19,1,England,Australia
Won,31,runs,Home,Birmingham,30-06-2019,Jun,2019,Jun-19,1,England,India
Won,119,runs,Home,Chester-le-Street,03-07-2019,Jul,2019,Jul-19,1,England,NewZealand
Won,8,wickets,Home,Birmingham,11-07-2019,Jul,2019,Jul-19,1,England,Australia
Lost,7,wickets,Away,Cape Town,04-02-2020,Feb,2020,Feb-20,1,England,SouthAfrica
Won,2,wickets,Away,Johannesburg,09-02-2020,Feb,2020,Feb-20,1,England,SouthAfrica
Won,74,runs,Home,Melbourne,11-01-2001,Jan,2001,Jan-01,1,Australia,WestIndies
Won,9,wickets,Home,Brisbane,14-01-2001,Jan,2001,Jan-01,1,Australia,WestIndies
Won,28,runs,Home,Sydney,17-01-2001,Jan,2001,Jan-01,1,Australia,WestIndies
Won,8,wickets,Home,Melbourne,21-01-2001,Jan,2001,Jan-01,1,Australia,Zimbabwe
Won,10,wickets,Home,Adelaide,26-01-2001,Jan,2001,Jan-01,1,Australia,WestIndies
Won,86,runs,Home,Sydney,28-01-2001,Jan,2001,Jan-01,1,Australia,Zimbabwe
Won,6,wickets,Home,Hobart,30-01-2001,Jan,2001,Jan-01,1,Australia,Zimbabwe
Won,1,runs,Home,Perth,04-02-2001,Feb,2001,Feb-01,1,Australia,Zimbabwe
Won,134,runs,Home,Sydney,07-02-2001,Feb,2001,Feb-01,1,Australia,WestIndies
Won,39,runs,Home,Melbourne,09-02-2001,Feb,2001,Feb-01,1,Australia,WestIndies
Lost,60,runs,Away,Bengaluru,25-03-2001,Mar,2001,Mar-01,1,Australia,India
Won,8,wickets,Away,Pune,28-03-2001,Mar,2001,Mar-01,1,Australia,India
Lost,118,runs,Away,Indore,31-03-2001,Mar,2001,Mar-01,1,Australia,India
Won,93,runs,Away,Visakhapatnam,03-04-2001,Apr,2001,Apr-01,1,Australia,India
Won,4,wickets,Away,Margao,06-04-2001,Apr,2001,Apr-01,1,Australia,India
Won,7,wickets,Home,Cardiff,09-06-2001,Jun,2001,Jun-01,1,Australia,Pakistan
Won,5,wickets,Away,Bristol,10-06-2001,Jun,2001,Jun-01,1,Australia,England
Won,125,runs,Away,Manchester,14-06-2001,Jun,2001,Jun-01,1,Australia,England
Lost,36,runs,Home,Nottingham,19-06-2001,Jun,2001,Jun-01,1,Australia,Pakistan
Won,8,wickets,Away,The Oval,21-06-2001,Jun,2001,Jun-01,1,Australia,England
Won,9,wickets,Home,Lord's,23-06-2001,Jun,2001,Jun-01,1,Australia,Pakistan
Lost,23,runs,Home,Melbourne,11-01-2002,Jan,2002,Jan-02,1,Australia,NewZealand
Lost,4,wickets,Home,Melbourne,13-01-2002,Jan,2002,Jan-02,1,Australia,SouthAfrica
Lost,23,runs,Home,Sydney,17-01-2002,Jan,2002,Jan-02,1,Australia,NewZealand
Won,27,runs,Home,Brisbane,20-01-2002,Jan,2002,Jan-02,1,Australia,SouthAfrica
Won,8,wickets,Home,Sydney,22-01-2002,Jan,2002,Jan-02,1,Australia,SouthAfrica
Lost,77,runs,Home,Adelaide,26-01-2002,Jan,2002,Jan-02,1,Australia,NewZealand
Won,2,wickets,Home,Melbourne,29-01-2002,Jan,2002,Jan-02,1,Australia,NewZealand
Won,33,runs,Home,Perth,03-02-2002,Feb,2002,Feb-02,1,Australia,SouthAfrica
Won,19,runs,Away,Johannesburg,22-03-2002,Mar,2002,Mar-02,1,Australia,SouthAfrica
Won,45,runs,Away,Centurion,24-03-2002,Mar,2002,Mar-02,1,Australia,SouthAfrica
Won,37,runs,Away,Bloemfontein,30-03-2002,Mar,2002,Mar-02,1,Australia,SouthAfrica
Won,8,wickets,Away,Durban,03-04-2002,Apr,2002,Apr-02,1,Australia,SouthAfrica
Won,3,wickets,Away,Port Elizabeth,06-04-2002,Apr,2002,Apr-02,1,Australia,SouthAfrica
Lost,65,runs,Away,Cape Town,09-04-2002,Apr,2002,Apr-02,1,Australia,SouthAfrica
Won,7,wickets,Home,Melbourne (Docklands),12-06-2002,Jun,2002,Jun-02,1,Australia,Pakistan
Lost,2,wickets,Home,Melbourne (Docklands),15-06-2002,Jun,2002,Jun-02,1,Australia,Pakistan
Lost,91,runs,Home,Brisbane,19-06-2002,Jun,2002,Jun-02,1,Australia,Pakistan
Won,224,runs,Home,Nairobi (Gym),30-08-2002,Aug,2002,Aug-02,1,Australia,Pakistan
Won,8,wickets,Away,Nairobi (Gym),02-09-2002,Sep,2002,Sep-02,1,Australia,Kenya
Won,9,wickets,Home,Nairobi (Gym),04-09-2002,Sep,2002,Sep-02,1,Australia,Pakistan
Won,5,wickets,Away,Nairobi (Gym),05-09-2002,Sep,2002,Sep-02,1,Australia,Kenya
Won,164,runs,Home,Colombo (SSC),15-09-2002,Sep,2002,Sep-02,1,Australia,NewZealand
Won,9,wickets,Home,Colombo (SSC),19-09-2002,Sep,2002,Sep-02,1,Australia,Bangladesh
Lost,7,wickets,Away,Colombo (RPS),27-09-2002,Sep,2002,Sep-02,1,Australia,SriLanka
Won,7,wickets,Home,Sydney,13-12-2002,Dec,2002,Dec-02,1,Australia,England
Won,89,runs,Home,Melbourne,15-12-2002,Dec,2002,Dec-02,1,Australia,England
Won,142,runs,Home,Perth,22-12-2002,Dec,2002,Dec-02,1,Australia,SriLanka
Lost,79,runs,Home,Sydney,09-01-2003,Jan,2003,Jan-03,1,Australia,SriLanka
Won,7,runs,Home,Hobart,11-01-2003,Jan,2003,Jan-03,1,Australia,England
Won,4,wickets,Home,Brisbane,15-01-2003,Jan,2003,Jan-03,1,Australia,SriLanka
Won,4,wickets,Home,Adelaide,19-01-2003,Jan,2003,Jan-03,1,Australia,England
Won,9,wickets,Home,Melbourne,21-01-2003,Jan,2003,Jan-03,1,Australia,SriLanka
Won,10,wickets,Home,Sydney,23-01-2003,Jan,2003,Jan-03,1,Australia,England
Won,5,runs,Home,Melbourne,25-01-2003,Jan,2003,Jan-03,1,Australia,England
Won,82,runs,Home,Johannesburg,11-02-2003,Feb,2003,Feb-03,1,Australia,Pakistan
Won,9,wickets,Home,Centurion,15-02-2003,Feb,2003,Feb-03,1,Australia,India
Won,75,runs,Home,Potchefstroom,20-02-2003,Feb,2003,Feb-03,1,Australia,Netherlands
Won,7,wickets,Away,Bulawayo,24-02-2003,Feb,2003,Feb-03,1,Australia,Zimbabwe
Won,256,runs,Home,Potchefstroom,27-02-2003,Feb,2003,Feb-03,1,Australia,Namibia
Won,2,wickets,Home,Port Elizabeth,02-03-2003,Mar,2003,Mar-03,1,Australia,England
Won,96,runs,Home,Centurion,07-03-2003,Mar,2003,Mar-03,1,Australia,SriLanka
Won,96,runs,Home,Port Elizabeth,11-03-2003,Mar,2003,Mar-03,1,Australia,NewZealand
Won,5,wickets,Home,Durban,15-03-2003,Mar,2003,Mar-03,1,Australia,Kenya
Won,48,runs,Home,Port Elizabeth,18-03-2003,Mar,2003,Mar-03,1,Australia,SriLanka
Won,125,runs,Home,Johannesburg,23-03-2003,Mar,2003,Mar-03,1,Australia,India
Won,2,runs,Away,Kingston,17-05-2003,May,2003,May-03,1,Australia,WestIndies
Won,8,wickets,Away,Kingston,18-05-2003,May,2003,May-03,1,Australia,WestIndies
Won,25,runs,Away,Gros Islet,21-05-2003,May,2003,May-03,1,Australia,WestIndies
Won,67,runs,Away,Port of Spain,24-05-2003,May,2003,May-03,1,Australia,WestIndies
Lost,39,runs,Away,Port of Spain,25-05-2003,May,2003,May-03,1,Australia,WestIndies
Lost,3,wickets,Away,St George's,30-05-2003,May,2003,May-03,1,Australia,WestIndies
Lost,9,wickets,Away,St George's,01-06-2003,Jun,2003,Jun-03,1,Australia,WestIndies
Won,8,wickets,Home,Cairns,02-08-2003,Aug,2003,Aug-03,1,Australia,Bangladesh
Won,9,wickets,Home,Cairns,03-08-2003,Aug,2003,Aug-03,1,Australia,Bangladesh
Won,112,runs,Home,Darwin,06-08-2003,Aug,2003,Aug-03,1,Australia,Bangladesh
Lost,37,runs,Away,Gwalior,26-10-2003,Oct,2003,Oct-03,1,Australia,India
Won,8,wickets,Home,Faridabad,29-10-2003,Oct,2003,Oct-03,1,Australia,NewZealand
Won,77,runs,Away,Mumbai,01-11-2003,Nov,2003,Nov-03,1,Australia,India
Won,2,wickets,Home,Pune,03-11-2003,Nov,2003,Nov-03,1,Australia,NewZealand
Won,44,runs,Home,Guwahati,09-11-2003,Nov,2003,Nov-03,1,Australia,NewZealand
Won,61,runs,Away,Bengaluru,12-11-2003,Nov,2003,Nov-03,1,Australia,India
Won,37,runs,Away,Kolkata,18-11-2003,Nov,2003,Nov-03,1,Australia,India
Won,18,runs,Home,Melbourne,09-01-2004,Jan,2004,Jan-04,1,Australia,India
Won,99,runs,Home,Sydney,11-01-2004,Jan,2004,Jan-04,1,Australia,Zimbabwe
Won,148,runs,Home,Hobart,16-01-2004,Jan,2004,Jan-04,1,Australia,Zimbabwe
Lost,19,runs,Home,Brisbane,18-01-2004,Jan,2004,Jan-04,1,Australia,India
Won,2,wickets,Home,Sydney,22-01-2004,Jan,2004,Jan-04,1,Australia,India
Won,13,runs,Home,Adelaide,26-01-2004,Jan,2004,Jan-04,1,Australia,Zimbabwe
Won,5,wickets,Home,Perth,01-02-2004,Feb,2004,Feb-04,1,Australia,India
Won,7,wickets,Home,Melbourne,06-02-2004,Feb,2004,Feb-04,1,Australia,India
Won,208,runs,Home,Sydney,08-02-2004,Feb,2004,Feb-04,1,Australia,India
Won,84,runs,Away,Dambulla,20-02-2004,Feb,2004,Feb-04,1,Australia,SriLanka
Lost,1,runs,Away,Dambulla,22-02-2004,Feb,2004,Feb-04,1,Australia,SriLanka
Won,5,wickets,Away,Colombo (RPS),25-02-2004,Feb,2004,Feb-04,1,Australia,SriLanka
Won,40,runs,Away,Colombo (RPS),27-02-2004,Feb,2004,Feb-04,1,Australia,SriLanka
Lost,3,wickets,Away,Colombo (SSC),29-02-2004,Feb,2004,Feb-04,1,Australia,SriLanka
Won,7,wickets,Away,Harare,25-05-2004,May,2004,May-04,1,Australia,Zimbabwe
Won,139,runs,Away,Harare,27-05-2004,May,2004,May-04,1,Australia,Zimbabwe
Won,8,wickets,Away,Harare,29-05-2004,May,2004,May-04,1,Australia,Zimbabwe
Won,17,runs,Home,Amstelveen,28-08-2004,Aug,2004,Aug-04,1,Australia,Pakistan
Won,10,runs,Home,Lord's,04-09-2004,Sep,2004,Sep-04,1,Australia,Pakistan
Won,9,wickets,Home,Southampton,13-09-2004,Sep,2004,Sep-04,1,Australia,U.S.A.
Won,7,wickets,Home,The Oval,16-09-2004,Sep,2004,Sep-04,1,Australia,NewZealand
Lost,6,wickets,Away,Birmingham,21-09-2004,Sep,2004,Sep-04,1,Australia,England
Lost,4,wickets,Home,Melbourne (Docklands),05-12-2004,Dec,2004,Dec-04,1,Australia,NewZealand
Won,17,runs,Home,Sydney,08-12-2004,Dec,2004,Dec-04,1,Australia,NewZealand
Won,116,runs,Home,Melbourne,14-01-2005,Jan,2005,Jan-05,1,Australia,WestIndies
Won,4,wickets,Home,Hobart,16-01-2005,Jan,2005,Jan-05,1,Australia,Pakistan
Won,9,wickets,Home,Sydney,23-01-2005,Jan,2005,Jan-05,1,Australia,Pakistan
Won,73,runs,Home,Adelaide,26-01-2005,Jan,2005,Jan-05,1,Australia,WestIndies
Lost,3,wickets,Home,Perth,30-01-2005,Jan,2005,Jan-05,1,Australia,Pakistan
Won,18,runs,Home,Melbourne,04-02-2005,Feb,2005,Feb-05,1,Australia,Pakistan
Won,31,runs,Home,Sydney,06-02-2005,Feb,2005,Feb-05,1,Australia,Pakistan
Won,10,runs,Away,Wellington,19-02-2005,Feb,2005,Feb-05,1,Australia,NewZealand
Won,106,runs,Away,Christchurch,22-02-2005,Feb,2005,Feb-05,1,Australia,NewZealand
Won,86,runs,Away,Auckland,26-02-2005,Feb,2005,Feb-05,1,Australia,NewZealand
Won,7,wickets,Away,Wellington,01-03-2005,Mar,2005,Mar-05,1,Australia,NewZealand
Won,122,runs,Away,Napier,05-03-2005,Mar,2005,Mar-05,1,Australia,NewZealand
Lost,5,wickets,Home,Cardiff,18-06-2005,Jun,2005,Jun-05,1,Australia,Bangladesh
Lost,3,wickets,Away,Bristol,19-06-2005,Jun,2005,Jun-05,1,Australia,England
Won,57,runs,Away,Chester-le-Street,23-06-2005,Jun,2005,Jun-05,1,Australia,England
Won,10,wickets,Home,Manchester,25-06-2005,Jun,2005,Jun-05,1,Australia,Bangladesh
Won,6,wickets,Home,Canterbury,30-06-2005,Jun,2005,Jun-05,1,Australia,Bangladesh
Lost,9,wickets,Away,Leeds,07-07-2005,Jul,2005,Jul-05,1,Australia,England
Won,7,wickets,Away,Lord's,10-07-2005,Jul,2005,Jul-05,1,Australia,England
Won,8,wickets,Away,The Oval,12-07-2005,Jul,2005,Jul-05,1,Australia,England
Won,93,runs,Home,Melbourne (Docklands),05-10-2005,Oct,2005,Oct-05,1,Australia,ICCWorldXI
Won,55,runs,Home,Melbourne (Docklands),07-10-2005,Oct,2005,Oct-05,1,Australia,ICCWorldXI
Won,156,runs,Home,Melbourne (Docklands),09-10-2005,Oct,2005,Oct-05,1,Australia,ICCWorldXI
Won,147,runs,Away,Auckland,03-12-2005,Dec,2005,Dec-05,1,Australia,NewZealand
Won,2,runs,Away,Wellington,07-12-2005,Dec,2005,Dec-05,1,Australia,NewZealand
Lost,2,wickets,Away,Christchurch,10-12-2005,Dec,2005,Dec-05,1,Australia,NewZealand
Won,116,runs,Home,Melbourne (Docklands),13-01-2006,Jan,2006,Jan-06,1,Australia,SriLanka
Lost,5,wickets,Home,Brisbane,15-01-2006,Jan,2006,Jan-06,1,Australia,SouthAfrica
Won,59,runs,Home,Melbourne (Docklands),20-01-2006,Jan,2006,Jan-06,1,Australia,SouthAfrica
Lost,51,runs,Home,Sydney,22-01-2006,Jan,2006,Jan-06,1,Australia,SriLanka
Won,5,wickets,Home,Adelaide,26-01-2006,Jan,2006,Jan-06,1,Australia,SriLanka
Won,6,wickets,Home,Perth,29-01-2006,Jan,2006,Jan-06,1,Australia,SriLanka
Won,80,runs,Home,Melbourne (Docklands),03-02-2006,Feb,2006,Feb-06,1,Australia,SouthAfrica
Won,57,runs,Home,Sydney,05-02-2006,Feb,2006,Feb-06,1,Australia,SouthAfrica
Lost,22,runs,Home,Adelaide,10-02-2006,Feb,2006,Feb-06,1,Australia,SriLanka
Won,167,runs,Home,Sydney,12-02-2006,Feb,2006,Feb-06,1,Australia,SriLanka
Won,9,wickets,Home,Brisbane,14-02-2006,Feb,2006,Feb-06,1,Australia,SriLanka
Lost,6,wickets,Away,Centurion,26-02-2006,Feb,2006,Feb-06,1,Australia,SouthAfrica
Lost,196,runs,Away,Cape Town,03-03-2006,Mar,2006,Mar-06,1,Australia,SouthAfrica
Won,24,runs,Away,Port Elizabeth,05-03-2006,Mar,2006,Mar-06,1,Australia,SouthAfrica
Won,1,wickets,Away,Durban,10-03-2006,Mar,2006,Mar-06,1,Australia,SouthAfrica
Lost,1,wickets,Away,Johannesburg,12-03-2006,Mar,2006,Mar-06,1,Australia,SouthAfrica
Won,4,wickets,Away,Chattogram,23-04-2006,Apr,2006,Apr-06,1,Australia,Bangladesh
Won,67,runs,Away,Fatullah,26-04-2006,Apr,2006,Apr-06,1,Australia,Bangladesh
Won,9,wickets,Away,Fatullah,28-04-2006,Apr,2006,Apr-06,1,Australia,Bangladesh
Won,78,runs,Home,Kuala Lumpur,12-09-2006,Sep,2006,Sep-06,1,Australia,WestIndies
Lost,3,wickets,Home,Kuala Lumpur,18-09-2006,Sep,2006,Sep-06,1,Australia,WestIndies
Won,18,runs,Home,Kuala Lumpur,22-09-2006,Sep,2006,Sep-06,1,Australia,India
Won,127,runs,Home,Kuala Lumpur,24-09-2006,Sep,2006,Sep-06,1,Australia,WestIndies
Lost,10,runs,Home,Mumbai (BS),18-10-2006,Oct,2006,Oct-06,1,Australia,WestIndies
Won,6,wickets,Home,Jaipur,21-10-2006,Oct,2006,Oct-06,1,Australia,England
Won,6,wickets,Away,Mohali,29-10-2006,Oct,2006,Oct-06,1,Australia,India
Won,34,runs,Home,Mohali,01-11-2006,Nov,2006,Nov-06,1,Australia,NewZealand
Won,8,wickets,Home,Mumbai (BS),05-11-2006,Nov,2006,Nov-06,1,Australia,WestIndies
Won,8,wickets,Home,Melbourne,12-01-2007,Jan,2007,Jan-07,1,Australia,England
Won,105,runs,Home,Hobart,14-01-2007,Jan,2007,Jan-07,1,Australia,NewZealand
Won,4,wickets,Home,Brisbane,19-01-2007,Jan,2007,Jan-07,1,Australia,England
Won,2,wickets,Home,Sydney,21-01-2007,Jan,2007,Jan-07,1,Australia,NewZealand
Won,9,wickets,Home,Adelaide,26-01-2007,Jan,2007,Jan-07,1,Australia,England
Won,8,runs,Home,Perth,28-01-2007,Jan,2007,Jan-07,1,Australia,NewZealand
Lost,92,runs,Home,Sydney,02-02-2007,Feb,2007,Feb-07,1,Australia,England
Won,5,wickets,Home,Melbourne,04-02-2007,Feb,2007,Feb-07,1,Australia,NewZealand
Lost,4,wickets,Home,Melbourne,09-02-2007,Feb,2007,Feb-07,1,Australia,England
Lost,34,runs,Home,Sydney,11-02-2007,Feb,2007,Feb-07,1,Australia,England
Lost,10,wickets,Away,Wellington,16-02-2007,Feb,2007,Feb-07,1,Australia,NewZealand
Lost,5,wickets,Away,Auckland,18-02-2007,Feb,2007,Feb-07,1,Australia,NewZealand
Lost,1,wickets,Away,Hamilton,20-02-2007,Feb,2007,Feb-07,1,Australia,NewZealand
Won,203,runs,Home,Basseterre,14-03-2007,Mar,2007,Mar-07,1,Australia,Scotland
Won,229,runs,Home,Basseterre,18-03-2007,Mar,2007,Mar-07,1,Australia,Netherlands
Won,83,runs,Home,Basseterre,24-03-2007,Mar,2007,Mar-07,1,Australia,SouthAfrica
Won,103,runs,Away,North Sound,27-03-2007,Mar,2007,Mar-07,1,Australia,WestIndies
Won,10,wickets,Home,North Sound,31-03-2007,Mar,2007,Mar-07,1,Australia,Bangladesh
Won,7,wickets,Home,North Sound,08-04-2007,Apr,2007,Apr-07,1,Australia,England
Won,9,wickets,Home,Bridgetown,13-04-2007,Apr,2007,Apr-07,1,Australia,Ireland
Won,7,wickets,Home,St George's,16-04-2007,Apr,2007,Apr-07,1,Australia,SriLanka
Won,215,runs,Home,St George's,20-04-2007,Apr,2007,Apr-07,1,Australia,NewZealand
Won,7,wickets,Home,Gros Islet,25-04-2007,Apr,2007,Apr-07,1,Australia,SouthAfrica
Won,53,runs,Home,Bridgetown,28-04-2007,Apr,2007,Apr-07,1,Australia,SriLanka
Won,84,runs,Away,Kochi,02-10-2007,Oct,2007,Oct-07,1,Australia,India
Won,47,runs,Away,Hyderabad (Deccan),05-10-2007,Oct,2007,Oct-07,1,Australia,India
Lost,8,runs,Away,Chandigarh,08-10-2007,Oct,2007,Oct-07,1,Australia,India
